,Lyrics,Title,Year,Genre
1754,You didn't have to give your necklace to me before I left Now I lay awake and think how very smart you were I thought about you every day I hear the rain comin' in from miles away The air is as clean as your skin next to my face Thought about you every day 100 ways I thought about you and me a hundred ways 100 ways And now I lay awake and dream you're right above my face Look into my eyes the way you doìdon't look away Thought about you every day Birds fall in love here right above my head They make the same kind of sounds you do When we're laying in my bed 100 ways I thought about you and me a hundred ways 100 ways And if I had my way when I woke up in the morning I would read and write before I ever drew the shades I would kiss you before you opened up your eyes Birds build their homes here right above my head They make the same kind of sounds you do When we're laying in my bed 100 ways I thought about you and me a hundred ways 100 ways ,100 Ways,1996,Hip Hop
1755,I'm fifteen for a moment Caught in between ten and twenty And I'm just dreaming Counting the ways to where you are I'm twenty two for a moment She feels better than ever And we're on fire Making our way back from Mars Fifteen there's still time for you Time to buy and time to lose Fifteen  there's never a wish better than this When you only got hundred years to live I'm thirty three for a moment Still the man  but you see I'm of age A kid on the way A family on my mind I'm forty five for a moment The sea is high And I'm heading into a crisis Chasing the years of my life Fifteen there's still time for you Time to buy  time to lose yourself Within a morning star Fifteen I'm all right with you Fifteen  there's never a wish better than this When you only got hundred years to live Half time goes by Suddenly you're wise Another blink of an eye Sixty seven is gone The sun is getting high We're moving on I'm ninety nine for a moment Dying for just another moment And I'm just dreaming Counting the ways to where you are Fifteen there's still time for you Twenty two I feel her too Thirty three you're on your way Every day's a new day Fifteen there's still time for you Time to buy and time to choose Hey fifteen  there's never a wish better than this When you only got hundred years to live,100 Years,2004,Hip Hop
1756,I found my place in bed Three feet beneath your head I wanted to stay home And I couldn't think of nothing new I moved like syrup (slow) I moved I didn't know I'd took off from my faith And I couldn't think of nothing new Boo hoo Boo hoo Boo hoo Waiting Waiting I'd been called down Waiting Waiting Would I rebound Waiting Waiting I found my place in bed Three feet beneath your head I wanted to stay home And I couldn't think of nothing new  Boo hoo Boo hoo Boo hoo,100 Years (Of Tears on the Wind),1997,Hip Hop
1757,Went out walkin' through the wood the other day And the world was a carpet laid before me The buds were bursting and the air smelled sweet and strange Seemed about a hundred years ago  Mary and I  we would sit upon a gate Just gazin' at some dragon in the sky What tender days we had no secrets hid away Well  it seemed about a hundred years ago  Now all my friends are wearing worried smiles Living out a dream of what they was Don't you think it's sometimes wise not to grow up?  Went out walkin' through the wood the other day Can't you see the furrows in my forehead? What tender days we had no secrets hid away Now it seems about a hundred years ago  Now if you see me drinkin' bad red wine Don't worry 'bout this man that you love Don't you think it's sometimes wise not to grow up?  You're gonna kiss and say goodbye  yeah  I warn you You're gonna kiss and say goodbye  yeah  I warn you You're gonna kiss and say goodbye  oh Lord  I warn you Please excuse me while I hide away  Call me lazy bones  ain't got no time to waste away Lazy bones ain't got no time to waste away Don't you think  don't you think it's just about time to hide away? Yeah  yeah  Kiss your baby Kiss your baby Goodbye  goodbye,100 Years Ago,1973,Hip Hop
1758,Went out walkin' through the wood the other day And the world was a carpet laid before me The buds were bursting and the air smelled sweet and strange Seemed about a hundred years ago  Mary and I  we would sit upon a gate Just gazin' at some dragon in the sky What tender days we had no secrets hid away Well  it seemed about a hundred years ago  Now all my friends are wearing worried smiles Living out a dream of what they was Don't you think it's sometimes wise not to grow up?  Went out walkin' through the wood the other day Can't you see the furrows in my forehead? What tender days we had no secrets hid away Now it seems about a hundred years ago  Now if you see me drinkin' bad red wine Don't worry 'bout this man that you love Don't you think it's sometimes wise not to grow up?  You're gonna kiss and say goodbye  yeah  I warn you You're gonna kiss and say goodbye  yeah  I warn you You're gonna kiss and say goodbye  oh Lord  I warn you Please excuse me while I hide away  Call me lazy bones  ain't got no time to waste away Lazy bones ain't got no time to waste away Don't you think  don't you think it's just about time to hide away? Yeah  yeah  Kiss your baby Kiss your baby Goodbye  goodbye,100 Years Ago,1973,Hip Hop
1759,Life is such a great adventure Learn to live it as you go No one in the world can censure  What we do here below   Don't save your kisses  just pass them around You'll find my reason is logic'lly sound Who's going to know that you passed them around A hundred years from today! Why crave a penthouse that's fit for a queen You're nearer Heaven on Mother Earth's green If you had millions what would they all mean A hundred years from today So laugh and sing  make love the thing Be happy while you may There's always one  beneath the sun Who's bound to make you feel that way The moon is shining  and that's a good sign Cling to me closer and say you'll be mine Remember  darling  we won't see it shine A hundred years from today A hundred years from today   Don't save your kisses  just pass them around You'll find my reason is logic'lly sound Who's going to know that you passed them around A hundred years from today! Why crave a penthouse that's fit for a queen You're nearer heaven on Mother Earth's green If you had millions what would they all mean A hundred years from today So laugh and sing  make love the thing Be happy while you may There's always one  beneath the sun Who's bound to make you feel that way The moon is shining  and that's a good sign Cling to me closer and say you'll be mine Remember  darling  we won't see it shine A hundred years from today ,100 Years from Today,1993,Hip Hop
1760,I can never forget you the way you rock the girls They move a world and love you  a blast in the underworld I stick a knife in my head  thinking 'bout your eyes But now that you been shot dead  I've got a new surprise  I been waitin' for you just to say He's off to check his mind But all I know is you got no money But that's got nothing to do with a good time  Can you forgive the boy who  shot you in the head Or should you get a gun and go and get revenge? A 100% of my love  up to you true star It's hard to believe you took off  I always thought you'd go far  But I've been around the world a million times And all you men are slime It's goin' to my head  goodbye I am dead Wastewood rockers is time for cryin'  hey!,100%,1992,Hip Hop
1761,NONE,NONE,NONE,Hip Hop
1762,I'm sorry to have taken so long It must have been a bitch while I was gone You mind if I sit down for a while You'll reacquaint yourself with my style Well  how could you have waited so long It must have been a bitch while I was gone All this time you put up a fear For a hundred thousand years  I'm sorry to have taken so long It must have been a bitch while I was gone All this time you put up a fear For a hundred thousand years  And baby won't you let me I think I'm goin' out of my head I'm just about to  ooh yeah  ha  I'm sorry to have taken so long It must have been a bitch while I was gone You mind if I sit down for a while  would you babe You'll reacquaint yourself with my style,"100, 000 Years",1997,Hip Hop
1763,NONE,NONE,NONE,Hip Hop
1764,NONE,NONE,NONE,Hip Hop
1765,I'm sorry to have taken so long It must have been a bitch while I was gone You mind if I sit down for a while You'll reacquaint yourself with my style  Well  how could you have waited so long It must have been a bitch while I was gone All this time you put up a fear For a hundred thousand years  I'm sorry to have taken so long It must have been a bitch while I was gone All this time you put up a fear For a hundred thousand years  And baby won't you let me I think I'm goin' out of my head I'm just about to  ooh yeah  ha  I'm sorry to have taken so long It must have been a bitch while I was gone You mind if I sit down for a while  would you babe You'll reacquaint yourself with my style,"100,000 Years",1978,Hip Hop
1766,I'm sorry to have taken so long  It must have been a bitch while I was gone  You mind if I sit down for a while  You'll reacquaint yourself with my style  Well  how could you have waited so long  It must have been a bitch while I was gone  All this time you put up a fear  For a hundred thousand years  I'm sorry to have taken so long  It must have been a bitch while I was gone  All this time you put up a fear  For a hundred thousand years  And baby won't you let me  I think I'm goin' out of my head  I'm just about to  ooh yeah  ha  I'm sorry to have taken so long  It must have been a bitch while I was gone  You mind if I sit down for a while  would you babe  You'll reacquaint yourself with my style,"100,000 Years",1975,Hip Hop
